,title,authors,average_rating,language_code
1805,Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,4.04,eng
1806,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,4.16,eng
1807,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,eng
1808,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,eng
1809,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng
1810,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,3.98,eng
1811,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,eng
1812,Thanksgiving,Janet Evanovich,3.6,eng
1813,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,eng
1814,Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,eng
1815,Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,eng
1816,Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,4.17,eng
1817,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,eng
1818,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,eng
1819,Ivanhoe,Walter Scott/Graham Tulloch,3.75,eng
1820,Ivanhoe,Marianna Mayer/Walter Scott/John Rush,3.96,eng
1821,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,eng
1822,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,eng
1823,His Excellency: George Washington,Joseph J. Ellis,3.92,eng
1824,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,eng
1825,George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,4.18,eng
1826,Waverley,Walter Scott/Claire Lamont,3.43,eng
1827,The Antiquary,Walter Scott/Nicola J. Watson,3.83,eng
1828,Rob Roy,Walter Scott/Lockhart Bogle,3.7,eng
1829,Prozac Nation,Elizabeth Wurtzel,3.59,eng
1830,Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,4.02,eng
1831,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,3.86,eng
1832,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,eng
1833,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,eng
1834,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,eng
1835,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,eng
1836,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,eng
1837,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,4.29,eng
1838,From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,4.04,eng
1839,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,eng
1840,Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,3.78,eng
1841,Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,3.93,eng
1842,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,4.16,eng
1843,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,eng
1844,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,eng
1845,In the Dark of the Night,John Saul,3.88,eng
1846,Perfect Nightmare,John Saul,3.89,eng
1847,  said the shotgun to the head.,Saul Williams,4.22,eng
1848,Early Color,Saul Leiter/Martin Harrison,4.73,eng
1849,Herzog,Saul Bellow/Philip Roth,3.78,eng
1850,Midnight Voices,John Saul/Joe Blades,3.75,eng
1851,The Manhattan Hunt Club,John Saul,3.98,eng
1852,Shadows,John Saul,3.93,eng
1853,The Presence,John Saul,3.76,eng
1854,Creature,John Saul,3.84,eng
1855,Asylum (Blackstone Chronicles  #6),John Saul,4.1,eng
1856,Suffer the Children,John Saul,3.91,eng
1857,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,3.99,eng
1858,Big Bad Wolf,Linda Jones,3.8,eng
1859,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,eng
1860,Four Blondes,Candace Bushnell,2.82,eng
1861,Lipstick Jungle,Candace Bushnell,3.41,eng
1862,Lipstick Jungle,Candace Bushnell,3.41,eng
1863,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,eng
1864,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,eng
1865,It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,4.2,eng
1866,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,eng
1867,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,eng
1868,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,3.82,eng
1869,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,3.55,eng
1870,Le Divorce,Diane Johnson,2.88,eng
1871,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.22,eng
1872,The Divine Comedy,Dante Alighieri/John Ciardi,4.07,eng
1873,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,eng
1874,Divine,Karen Kingsbury,4.28,eng
1875,When the Emperor Was Divine,Julie Otsuka,3.73,eng
1876,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,eng
1877,A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,4.18,eng
1878,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,4.1,eng
1879,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,eng
1880,The Magic Finger,Roald Dahl/Quentin Blake,3.68,eng
1881,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,eng
1882,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,eng
1883,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,eng
1884,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,eng
1885,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,eng
1886,Danny the Champion of the World,Roald Dahl/Quentin Blake,4.09,eng
1887,My Uncle Oswald,Roald Dahl,3.89,eng
1888,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,4.05,eng
1889,The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,3.82,eng
1890,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,eng
1891,Wild Things: Four Tales,Douglas Clegg,3.58,eng
1892,Wild Things (Prowlers Book 1),Christopher Golden,4.03,eng
1893,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,eng
1894,Oblivion,David Foster Wallace,4.07,eng
1895,Consider the Lobster and Other Essays,David Foster Wallace,4.23,eng
1896,Brief Interviews with Hideous Men,David Foster Wallace,3.86,eng
1897,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,eng
1898,Easy French Reader,R. de Roussy de Sales,3.85,eng
1899,Algebra the Easy Way,Douglas Downing,4.06,eng
1900,Easy Riders  Raging Bulls,Peter Biskind,4.12,eng
1901,Cloud Atlas,David Mitchell,4.02,eng
1902,The Cloud Atlas,Liam Callanan,3.38,eng
1903,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,3.45,eng
1904,The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4.01,eng
1905,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,eng
1906,Ghostwritten,David Mitchell,4.05,eng
1907,Romeo & Juliet,William Shakespeare/Alan Durband,3.74,eng
1908,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,eng
1909,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,4.0,eng
1910,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,4.15,eng
1911,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,eng
1912,Manhunt,Janet Evanovich,3.7,eng
1913,Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4.31,eng
1914,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,eng
1915,Amsterdam,Ian McEwan,3.43,eng
1916,Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,3.43,eng
1917,The Child in Time,Ian McEwan,3.58,eng
1918,Enduring Love,Ian McEwan,3.63,eng
1919,Black Dogs,Ian McEwan,3.44,eng
1920,The Comfort of Strangers,Ian McEwan,3.41,eng
1921,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,3.57,eng
1922,Las rubias de 5th Avenue,Plum Sykes,3.28,spa
1923,Tuesdays with Morrie,Mitch Albom,4.1,eng
1924,La Dernière Leçon,Mitch Albom,4.1,fre
1925,My Sister's Keeper,Mavis Applewater,3.86,eng
1926,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,eng
1927,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,eng
1928,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,eng
1929,Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,4.15,eng
1930,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,eng
1931,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,eng
1932,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,eng
1933,Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,3.95,eng
1934,Como agua para chocolate,Laura Esquivel,3.95,spa
1935,The Radicalism of the American Revolution,Gordon S. Wood,4.06,eng
1936,Emma,Jane Austen/Fiona Stafford,4.0,eng
1937,Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,eng
1938,Emma Lazarus,Esther Schor,3.88,eng
1939,Strange Attractions,Emma Holly,3.68,eng
1940,The Mermaid Chair,Sue Monk Kidd,3.13,eng
1941,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,3.95,eng
1942,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,eng
1943,With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,4.3,eng
1944,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,3.86,eng
1945,Yeah  I Said It,Wanda Sykes,3.71,eng
1946,The Seven Daughters Of Eve,Bryan Sykes,3.98,eng
1947,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,3.71,eng
1948,If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,3.88,eng
1949,Hamlet,William Shakespeare,4.02,eng
1950,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,3.89,eng
1951,A Midsummer Night's Dream,William Shakespeare,3.94,eng
1952,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3.94,eng
1953,A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,3.94,eng
1954,A Midsummer Night's Dream,William Shakespeare/Roma Gill,3.94,eng
1955,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,4.08,eng
1956,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.1,eng
1957,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,eng
1958,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,eng
1959,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,4.08,eng
1960,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4.02,eng
1961,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,3.72,eng
1962,The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,4.05,eng
1963,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,3.74,eng
1964,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,eng
1965,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,eng
1966,Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,ger
1967,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3.98,ger
1968,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4.07,eng
1969,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,eng
1970,Paris to the Moon,Adam Gopnik,3.76,eng
1971,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,3.91,eng
1972,My Movie Business: A Memoir,John Irving,3.34,eng
1973,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,3.83,eng
1974,The Headmaster's Papers,Richard A. Hawley/John Irving,3.99,eng
1975,Blade Runner,Philip K. Dick,4.08,eng
1976,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,3.77,eng
1977,The Soul of a New Machine,Tracy Kidder,4.11,eng
1978,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,eng
1979,Never Call Retreat,Bruce Catton/E.B. Long,4.33,eng
1980,The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,eng
1981,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.1,eng
1982,The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,4.03,eng
1983,1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,4.0,eng
1984,The King in the Window,Adam Gopnik/Omar Rayyan,3.6,eng
1985,The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,4.32,eng
1986,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,4.36,eng
1987,The Count of Monte Cristo,Alexandre Dumas/Robin Buss,4.25,eng
1988,The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,4.25,eng
1989,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,4.25,eng
1990,The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,4.32,eng
1991,Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,4.21,eng
1992,Crime and Punishment in American History,Lawrence M. Friedman,3.86,eng
1993,Crime and Punishment in America,Elliott Currie,3.83,eng
1994,Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,3.72,eng
1995,On Crimes and Punishments,Cesare Beccaria/David Young,3.92,eng
1996,Crime and Punishment,Fyodor Dostoyevsky/David McDuff,4.21,eng
1997,Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,4.21,eng
1998,The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,3.87,eng
1999,The Beginning and the End,Naguib Mahfouz,4.08,eng
2000,The Black Tulip,Alexandre Dumas/Robin Buss,3.8,eng
2001,La Dame aux Camélias,Alexandre Dumas fils/David Coward,3.99,eng
2002,The Women's War,Alexandre Dumas/Robin Buss,3.93,eng
2003,The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,3.89,eng
2004,The Way the Crow Flies,Ann-Marie MacDonald,4.09,eng
2005,As the Crow Flies,Jeffrey Archer,4.1,eng
2006,Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,eng
2007,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9,eng
2008,The Secret Life of Bees,Sue Monk Kidd,4.05,eng
2009,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.26,eng
2010,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,4.2,eng
2011,The Prodigal Son (Roger the Chapman  #15),Kate Sedley,4.07,eng
2012,The Poisonwood Bible,Barbara Kingsolver,4.06,eng
2013,The Poisonwood Bible,Barbara Kingsolver,4.06,eng
2014,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,3.76,eng
2015,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,eng
2016,No Dominion (Joe Pitt  #2),Charlie Huston,3.99,eng
2017,Dominion (Ollie Chandler #2),Randy Alcorn,4.22,eng
2018,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,3.76,eng
2019,Dominion,Masamune Shirow,3.75,eng
2020,Essentials of Conservation Biology,Richard B. Primack,3.92,eng
2021,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,4.59,eng
2022,Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,3.33,eng
2023,The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,4.58,eng
2024,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,4.13,eng
2025,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,eng
2026,The Complete Dream Dictionary,Pamela Ball,3.68,eng
2027,Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,4.25,eng
2028,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,eng
2029,J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,eng
2030,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,eng
2031,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.79,eng
2032,The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,3.93,eng
2033,The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,4.14,eng
2034,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,eng
2035,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,4.17,eng
2036,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,eng
2037,Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,4.01,eng
2038,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,3.83,eng
2039,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.05,eng
2040,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,eng
2041,Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,eng
2042,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,eng
2043,Midnight in the Garden of Good and Evil,John Berendt,3.92,eng
2044,Tom's Midnight Garden,Philippa Pearce,4.07,eng
2045,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,4.14,eng
2046,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,4.0,eng
2047,Lafayette,Harlow Giles Unger,4.37,eng
2048,My Pride and Joy: An Autobiography,George  Adamson,4.23,eng
2049,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,3.97,eng
2050,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,3.33,eng
2051,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,eng
2052,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,4.19,eng
2053,The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,3.77,eng
2054,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,eng
2055,The Nubian Prince,Juan Bonilla/Esther Allen,3.54,eng
2056,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,eng
2057,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,3.46,eng
2058,Naked Lunch: The Restored Text,William S. Burroughs,3.46,eng
2059,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,3.97,eng
2060,The Glass Castle,Jeannette Walls,4.27,eng
